x0,x1,x35,x36,x41,x45,x46,x68,x84,x94,x34_bmw,x34_chevrolet,x34_chrysler,x34_ford,x34_honda,x34_mercedes,x34_nissan,x34_tesla,x34_toyota,x34_volkswagen,x93_america,x93_asia,x93_europe
-21.18226911,-24.98756199,2,4.0907188119999995,344.59,0.01,2.396398871,6,6.093067143,-1.143884632,0,0,0,0,0,0,0,0,0,1,0,1,0
7.91847987,-9.501854922,4,-1.229464321,673.54,0.0,2.985518054,3,0.34622107799999996,0.769412067,0,0,0,0,0,0,0,0,1,0,1,0,0
-4.79282816,-12.42872212,2,-3.466812048,-769.48,0.01,8.040015647999999,1,6.849074755,-0.20487795600000003,0,0,0,0,0,0,0,1,0,0,0,1,0
7.524884632999999,-12.46012171,2,1.29882742,-257.74,0.01,4.04702726,3,5.388417388,-0.192277024,1,0,0,0,0,0,0,0,0,0,0,1,0
-2.141176212,-1.459258199,2,0.46384495600000003,61.11,-0.01,8.620393368,9,0.333420548,-0.889751728,1,0,0,0,0,0,0,0,0,0,0,1,0
-8.490736259,-12.87535951,4,7.039735935,58.33,-0.01,1.8280866119999999,1,-7.05005995,1.5764606669999999,0,0,0,0,0,0,0,0,0,1,0,1,0
-10.21243186,-6.989711836000001,4,-1.251657812,-1032.54,-0.01,-6.396589506000001,3,5.034876349,0.259198008,0,0,0,0,0,0,0,0,0,1,0,1,0
25.94363378,-14.24507187,4,0.23003828199999998,942.3,-0.01,-1.7204090090000002,3,-1.106914924,0.600078213,0,0,0,0,1,0,0,0,0,0,0,1,0
37.20946188,-5.121440262,2,0.085625478,672.06,-0.01,0.561548983,9,-7.421745479,0.510473489,0,0,0,0,0,0,0,0,1,0,0,1,0
-1.082062517,-4.260334057,2,4.540481792,-386.49,0.01,-10.95332485,9,5.26816811,1.4655314259999999,0,0,0,0,1,0,0,0,0,0,0,0,1
39.60366628,9.261536696,4,-3.4055846180000002,-334.91,0.0,-0.634377148,1,3.288145029,-0.8939856279999999,0,0,0,0,0,0,0,0,1,0,0,1,0
48.41431999,-12.580295300000001,2,-0.55020665,-375.25,0.0,-1.055898823,9,10.70497576,1.986022245,0,0,0,0,0,0,0,0,1,0,0,1,0
15.74651291,-44.27192522,2,1.1663926070000001,304.93,0.0,4.341611438999999,3,-12.44697848,-0.6370379860000001,0,0,0,0,1,0,0,0,0,0,0,1,0
-23.74943693,-14.57771863,4,1.115809676,1218.54,0.01,-2.7836772169999997,3,-6.393697761,-0.7849976190000001,0,0,0,0,0,0,0,0,0,1,0,1,0
61.713953599999996,-24.57447803,4,-0.8498182790000001,1418.15,-0.02,-2.496280654,8,-1.545166621,-1.02206262,0,0,0,0,0,0,0,0,1,0,0,1,0
-72.97768179,9.493978455,4,7.807362034,-781.28,0.01,1.921031532,6,-3.4560029360000004,0.541244555,1,0,0,0,0,0,0,0,0,0,0,1,0
23.803275699999997,19.18744304,4,1.992278125,-1173.34,0.0,-5.1980063780000005,3,-8.102569591,-0.551383672,0,0,0,0,1,0,0,0,0,0,0,1,0
-11.4368103,-2.7642140619999997,4,5.800514278,-998.68,0.02,2.9240411,0,9.319188156000001,-0.894757151,1,0,0,0,0,0,0,0,0,0,0,1,0
12.53771057,-17.14926705,2,9.696847199999999,-1636.38,0.01,-3.0629004230000003,0,4.788414501,-0.06728015799999999,0,0,0,0,1,0,0,0,0,0,0,1,0
-14.251992499999998,2.107395816,2,0.244724025,600.99,-0.01,0.514120065,3,-16.84381343,1.3430045290000001,0,0,0,0,1,0,0,0,0,0,0,1,0
21.66115234,-8.855019957,4,7.031044409,-902.47,-0.01,-4.823518966,4,-2.4607283019999997,2.1045752540000002,0,0,0,0,0,0,0,0,1,0,0,1,0
-9.122502673,20.24676633,4,-0.20665276300000002,-2502.46,0.01,-2.566002129,9,-12.25553505,2.242760573,1,0,0,0,0,0,0,0,0,0,1,0,0
-23.46353482,7.015027302999999,2,4.9877047039999995,-917.64,-0.01,-10.59868376,4,-2.697301851,0.823406447,0,0,0,0,0,0,0,1,0,0,0,1,0
-7.992919024,-13.04906029,4,-6.532321398,980.64,0.0,-1.926058289,4,-3.774145495,-1.107443225,0,0,0,0,0,0,0,0,0,1,0,0,1
3.8327620789999997,-11.11004777,2,-6.860386582,70.08,0.01,1.862128606,4,-17.61947294,0.816706147,0,0,0,0,0,0,0,0,0,1,0,1,0
-18.81136265,-36.9640889,4,-1.0092645740000001,-981.82,-0.01,3.8028351610000004,6,-17.68806592,-0.342140125,1,0,0,0,0,0,0,0,0,0,0,1,0
-35.12896173,-9.892591407000001,4,2.238745214,79.44,0.0,-3.10297895,4,-14.11914863,-0.5751537870000001,1,0,0,0,0,0,0,0,0,0,0,1,0
14.17312628,-6.403409676,2,10.51292827,112.69,-0.01,-1.8549034309999999,9,-6.075394114,0.8825646109999999,0,0,1,0,0,0,0,0,0,0,0,1,0
-9.179836886,4.58031251,4,-4.039373183,-622.36,0.02,-2.225464692,2,-4.604765402,-0.842632811,1,0,0,0,0,0,0,0,0,0,0,1,0
39.37076516,-6.807008051,4,4.507591696,1481.73,0.01,-0.9426579340000001,9,6.476491427000001,0.16103499599999999,0,0,0,0,0,0,0,0,1,0,0,1,0
-17.22602601,-4.295559096,4,-3.339251374,-800.51,0.0,-3.818372703,4,-5.589529526000001,0.059421218,0,0,0,0,1,0,0,0,0,0,1,0,0
12.66550911,5.760118683,2,1.065589036,138.53,0.0,-3.328006934,3,-2.356844464,-1.5095129180000002,0,0,0,0,0,0,0,0,1,0,0,1,0
-26.74750846,-17.78868224,2,2.220802037,612.06,0.02,2.9247493330000003,4,-2.422753485,0.55478979,0,0,0,0,0,0,0,0,0,1,0,1,0
47.03911507,4.243917569,2,2.3916885569999997,-423.54,0.0,-3.685709024,9,17.08319782,-3.4499626689999996,0,0,0,0,0,0,0,0,1,0,1,0,0
24.65478684,-2.6433565,2,2.174285808,613.94,0.0,3.115880157,9,-3.189667403,0.95800759,0,0,0,0,0,0,0,0,1,0,0,1,0
49.44058849,-18.32586047,4,6.5861330360000006,2388.15,0.0,-6.755158574,3,15.14239635,0.139779386,0,0,0,0,0,0,1,0,0,0,1,0,0
29.86371838,-1.7605963830000002,4,0.484970351,539.67,0.0,-0.34612572,3,16.40303528,-0.00107129,0,0,0,0,0,0,0,0,0,1,0,1,0
44.23665434,8.865742938,2,-0.7386981440000001,2134.08,0.0,2.7400516010000002,4,-0.8608146609999999,1.306678102,0,0,0,0,0,0,0,0,0,1,1,0,0
-31.88912569,-0.219391024,4,-1.178551207,-661.52,0.0,4.024780643,4,0.879232475,0.032292361,0,0,0,0,0,0,0,0,0,1,0,1,0
-19.97516453,-16.75107217,4,3.100069698,1201.93,0.01,-7.868738367000001,1,3.074940007,-0.065674711,0,0,0,0,1,0,0,0,0,0,0,1,0
-7.844810661,10.20047629,2,-0.31388945100000004,-286.83,0.01,-1.290271777,6,-4.030642863,-0.16030567,1,0,0,0,0,0,0,0,0,0,0,1,0
-2.8571539919999998,-8.516064652999999,4,-0.749590619,636.2,0.0,1.411148034,4,10.10387275,2.0948304419999997,1,0,0,0,0,0,0,0,0,0,0,1,0
3.338762586,-11.46230291,4,1.7118121,-1407.27,-0.01,-1.602640342,9,22.86586272,1.006964264,0,0,0,0,0,0,0,0,0,1,0,1,0
18.5310677,-0.871576427,2,3.100585821,-1090.66,0.01,-0.604869631,3,2.364872259,1.20261963,0,0,0,0,0,0,0,0,0,1,0,1,0
21.62435217,-7.060501874,2,3.397706561,-289.83,-0.02,3.9636676810000004,1,14.43037166,-1.9555938999999998,0,0,0,0,0,0,0,0,0,1,0,1,0
25.82249224,9.467358448999999,4,-2.261048053,365.33,0.01,-1.392021734,9,-15.55751813,1.501776252,0,0,1,0,0,0,0,0,0,0,0,1,0
11.24336345,18.85017024,2,-0.8611198059999999,372.62,-0.02,-3.797125844,4,5.265867373,2.013078584,1,0,0,0,0,0,0,0,0,0,0,1,0
-42.21754757,25.05081302,2,6.419681405,1410.97,0.0,-3.4448746939999997,1,-5.965054221,-0.660003961,0,0,0,0,0,0,0,1,0,0,0,1,0
-10.00363348,-24.38324637,3,2.89926147,983.98,0.0,1.9428248209999999,5,-11.98116026,-1.206540791,1,0,0,0,0,0,0,0,0,0,0,1,0
18.49034693,39.11059481,4,-2.168777146,-407.4,0.0,-5.857492607999999,4,-13.30075318,0.269566734,0,0,0,0,0,0,0,0,1,0,0,1,0
62.80075683,-20.30873077,2,-2.455500825,-333.82,0.0,3.531335266,8,6.086251627999999,1.5515655259999999,1,0,0,0,0,0,0,0,0,0,0,1,0
-2.3921359630000003,-13.30054097,2,0.676571162,-1330.64,0.01,-2.1372606530000002,4,-13.12508258,-0.832188845,0,0,0,0,0,0,0,0,0,1,0,1,0
9.729254406,-10.12558391,2,-2.3912024880000002,-738.88,0.01,-0.34291973200000003,9,2.561861895,0.320921307,0,0,0,0,0,0,1,0,0,0,0,1,0
-0.37508848,-28.85281964,4,5.758918757000001,-0.09,-0.01,-6.004975878,3,5.878470142,1.307604972,1,0,0,0,0,0,0,0,0,0,0,1,0
-46.35628572,-5.147036303,3,3.345647193,-447.73,-0.01,6.999606919,4,0.166119406,1.395265376,0,0,0,0,1,0,0,0,0,0,0,1,0
51.09303917,-9.522971572000001,4,-2.294933309,587.9,0.0,8.732097573999999,3,10.36652168,-0.5121757570000001,1,0,0,0,0,0,0,0,0,0,1,0,0
-26.08491231,4.122535124,2,-3.768411668,575.25,0.01,-4.290138167,9,-3.686417947,2.0454342430000003,0,0,1,0,0,0,0,0,0,0,0,1,0
-66.45282254,-10.46351232,4,3.586522441,-2171.55,0.02,14.37585957,4,-1.225855235,0.68363792,0,0,0,0,0,0,0,0,0,1,0,1,0
-5.64845988,11.37167996,4,2.770597448,1185.39,0.02,-3.602884645,1,-11.09304758,-0.122208618,0,0,0,0,0,0,0,0,0,1,0,1,0
-5.806974326000001,-28.3684288,2,-4.3794898,-1053.0,-0.01,3.73471753,3,1.893053602,-2.746531609,0,0,0,0,0,0,0,0,0,1,1,0,0
-8.926817082000001,-2.94811427,4,7.58001222,666.43,0.0,11.01185863,6,-7.209956119,0.9334543790000001,0,0,0,0,0,0,0,0,1,0,0,1,0
-54.28292521,-1.545860244,4,3.147518722,-160.13,0.0,0.36652324799999997,1,0.392377362,-0.14644565,1,0,0,0,0,0,0,0,0,0,1,0,0
45.62903659,-27.56424461,2,3.8835752869999998,-1320.24,-0.01,-11.54614989,1,8.232118935,-1.094677262,1,0,0,0,0,0,0,0,0,0,0,0,1
-17.37844155,-3.91781484,4,-1.782071021,-344.32,0.02,-9.399979812,0,2.624923855,-0.021428972,0,0,0,0,1,0,0,0,0,0,0,1,0
1.763013793,14.07450861,4,3.731069161,-204.6,0.01,1.8192260480000002,3,-2.962025025,1.5067889840000002,0,0,0,0,0,0,0,0,1,0,0,1,0
20.17246802,-1.793806861,4,-8.418040397999999,-1767.95,0.0,0.938238692,1,2.593483896,-0.393278466,0,0,0,0,1,0,0,0,0,0,1,0,0
43.12071513,-5.858667959,4,2.95637861,1466.58,0.0,5.781695385,9,-13.25866675,-1.777716039,0,0,0,0,0,0,0,0,0,1,1,0,0
-18.17884164,-10.78699542,4,4.974784542,-800.61,0.01,0.407068792,3,16.8063319,1.180312859,1,0,0,0,0,0,0,0,0,0,0,1,0
18.42149396,15.60667334,4,-2.1266136,536.0,0.01,-0.523402582,9,11.63112328,-0.536336012,1,0,0,0,0,0,0,0,0,0,0,1,0
-8.036702195,-0.6272277860000001,4,-0.044733465,141.95,0.0,5.203305692,3,13.32065964,1.901085075,1,0,0,0,0,0,0,0,0,0,0,1,0
18.1002438,5.834540656000001,4,-4.931616888,-1195.59,-0.02,1.545334044,6,-2.0730819190000003,0.10820636800000001,0,0,0,0,0,0,0,0,1,0,0,1,0
15.84548116,-9.481287839,4,-0.388196401,447.72,0.0,0.631196833,4,-2.581694206,-0.281863313,0,0,0,0,0,0,0,0,0,1,0,1,0
-27.00452351,14.84671431,4,3.3172349810000004,-60.31,0.01,0.444495628,3,9.648189094,0.000539077,0,0,0,0,0,0,0,0,0,1,0,1,0
43.03870247,-18.66637308,4,4.185681037,-398.31,0.0,0.35087489299999997,3,-10.44451409,1.6627243790000001,0,0,0,0,0,0,0,0,1,0,0,1,0
18.00764757,14.4974065,2,-2.6378411319999997,-804.32,-0.01,9.642561781,4,-1.720820993,0.003797166,0,0,0,0,0,0,0,0,1,0,0,1,0
57.59204289,18.96787799,2,3.88491712,202.24,0.0,-8.279699802,6,3.3677290760000003,2.521958814,0,0,0,0,0,0,0,0,1,0,0,1,0
16.04677204,-7.845678686,4,0.5698945,-251.45,0.01,3.3691664639999996,4,-3.98883274,-0.709618834,0,0,0,0,0,0,0,0,1,0,0,1,0
63.03208089,-15.11723468,3,0.475734524,-1881.71,-0.01,3.483564685,6,-6.2496212,-1.900546743,0,0,0,0,0,0,0,0,0,1,0,1,0
-18.60128944,-6.076727591,4,-3.5749028610000004,-566.85,-0.02,-9.27052305,6,5.239415162,-0.777745458,1,0,0,0,0,0,0,0,0,0,0,1,0
7.601567172,-11.31361142,2,-3.2014817489999996,-1327.19,-0.01,4.636576969,1,1.166213334,-0.7488955559999999,0,0,0,0,0,0,0,0,0,1,0,1,0
3.560624836,33.2636742,4,4.368719989,-386.59,0.0,2.9921254760000005,9,-4.671726719,-1.209648096,1,0,0,0,0,0,0,0,0,0,0,1,0
28.68315028,6.104192696,2,-5.350999828,-473.01,0.0,0.666299644,1,-1.258236693,-0.653688254,0,0,0,0,0,0,0,0,0,1,0,1,0
3.88126658,0.47469827200000003,4,-3.695146105,-275.08,0.01,-8.602880712000001,3,-3.5207033539999997,-0.131529825,0,0,0,0,0,0,0,0,0,1,0,1,0
-16.97068729,-18.63844021,4,2.6490342019999997,-1939.71,0.0,0.614675076,1,2.459205877,-0.856948545,0,0,0,0,0,0,0,0,1,0,0,1,0
38.26666785,2.041908208,4,0.51235957,114.56,0.0,-7.206785803,9,-8.312223271,1.8012502080000001,0,0,0,0,0,0,0,0,0,1,0,1,0
11.00073565,0.43969873600000003,2,0.326108206,-3.77,0.01,-3.7498686219999997,6,-0.6634142510000001,-1.640530633,0,0,0,0,0,0,0,0,0,1,0,1,0
60.21881206,-28.41104557,4,-2.852199975,1062.57,-0.01,-6.496031927000001,4,7.09452623,0.8477625809999999,0,0,0,0,0,0,0,1,0,0,0,1,0
48.79281431,-10.41805859,2,4.857007631,2112.46,-0.01,2.193935227,9,8.702723387999999,0.8665636990000001,0,0,0,0,0,0,0,0,1,0,0,1,0
9.478172621,10.12766505,2,1.202256107,-2414.82,0.0,-3.6725378460000004,9,-3.4506408939999997,-1.120977377,0,0,0,0,0,0,0,0,1,0,0,1,0
33.63241734,-11.42844831,2,-1.8449989519999999,-420.56,0.0,-6.869499337000001,1,1.661863125,0.498888664,0,0,0,0,0,0,0,0,1,0,0,1,0
35.61719222,19.22599631,4,-0.6826130159999999,-284.52,-0.02,4.121931648,3,-0.9726150090000001,-0.10591713800000001,1,0,0,0,0,0,0,0,0,0,0,0,1
7.505511822999999,-1.085476498,2,-2.027681286,738.4,0.02,2.9134739919999997,3,4.892351916,0.037199686,0,0,0,0,0,0,0,0,0,1,0,1,0
37.73911945,32.20768116,4,2.888379206,-80.82,-0.02,-1.934546254,1,7.796516409,-0.35567802600000004,0,0,0,0,0,0,0,1,0,0,0,1,0
4.377439846000001,-6.388792358,4,-1.609619612,-1611.33,0.02,1.384535843,4,-3.265998508,-1.134685535,0,0,0,0,0,0,0,0,1,0,0,1,0
47.53328607,-15.47772153,2,-1.7174129280000001,-468.82,0.0,-1.988910571,1,7.692616318,0.582117717,0,0,0,0,1,0,0,0,0,0,0,1,0
-19.91854337,1.035983865,4,1.158336691,130.0,-0.01,-2.652394443,3,23.65303773,1.858356197,1,0,0,0,0,0,0,0,0,0,0,1,0
22.67470197,-1.5210578190000001,2,3.536402034,-2128.17,0.0,-3.7205964639999998,6,-6.061292237000001,1.122924071,0,0,1,0,0,0,0,0,0,0,0,1,0
10.896766900000001,-4.995059939,4,-7.389200402999999,-788.84,0.0,0.832436981,3,-18.28954778,-1.114428738,0,0,0,0,0,0,0,0,0,1,0,1,0
11.35435641,-30.22026608,4,-0.487556558,-41.68,-0.01,3.679021712,8,5.187318955,-0.8182201590000001,0,0,0,0,1,0,0,0,0,0,0,1,0
-24.14894351,-1.145874592,4,-2.239699585,18.41,0.0,2.9972160569999997,4,14.78825516,-1.16781893,0,0,0,0,1,0,0,0,0,0,0,1,0
70.43336267,-45.59490082,2,-1.469956405,1276.51,-0.01,-4.169467892,3,14.30635782,0.099698121,0,0,0,0,1,0,0,0,0,0,0,1,0
-14.50570673,6.198797859,2,-0.35446177100000004,-1273.49,-0.02,-4.308990938,4,13.01972207,-0.8771354109999999,1,0,0,0,0,0,0,0,0,0,0,1,0
26.73370668,16.81735389,4,-0.508127726,-251.93,-0.01,-3.507039531,4,5.40216458,-1.0465560740000002,0,0,0,0,0,0,0,0,1,0,0,1,0
25.76927357,0.9646713029999999,2,-1.386251146,2144.95,0.0,8.906817579,4,-4.960997496,-0.313322058,0,0,0,0,0,0,0,1,0,0,0,1,0
7.016843397000001,-47.25398286,4,-1.100832682,-940.13,0.0,0.331635905,9,6.480106878,-0.883920079,0,0,0,0,1,0,0,0,0,0,0,1,0
-31.31228808,-34.84786331,4,-4.795429768,-842.62,-0.01,-0.855544794,3,-2.110131459,2.311484411,0,0,0,0,0,0,0,0,1,0,0,1,0
-16.95808802,0.758341713,2,0.759372492,-2120.13,0.0,-6.548891084,3,-3.927616972,0.204330756,0,0,0,0,0,0,0,0,0,1,0,1,0
16.40168904,-6.327134643,4,2.6637603519999997,1444.7,0.02,0.239310666,6,7.020593015,0.03543458,1,0,0,0,0,0,0,0,0,0,0,1,0
12.44547176,-7.947527172999999,2,1.420151132,823.01,0.01,7.667254347999999,3,4.67681287,0.22311597100000002,0,0,0,0,1,0,0,0,0,0,0,1,0
-21.34024274,-19.28145223,4,1.39176886,-427.81,0.0,-13.15303785,4,-1.869415403,-1.6900993990000002,1,0,0,0,0,0,0,0,0,0,0,1,0
49.60162169,-10.52612577,2,0.868905976,2217.1,-0.01,5.956364119,1,15.35212575,0.466246105,0,0,0,0,0,0,0,0,1,0,0,1,0
-25.14612495,11.80069701,2,3.201572182,-248.06,0.01,-2.18602227,6,12.14571348,-0.643163684,0,0,0,0,0,0,0,0,1,0,0,1,0
-1.519221166,-1.359321681,4,-9.425153277,334.28,0.01,7.238002599,6,0.454278219,-0.657150676,0,0,0,0,0,0,0,0,1,0,0,1,0
31.04088873,-17.30495935,4,-4.278223007,1448.39,0.02,-7.645200125,3,-10.38789569,0.26380805,1,0,0,0,0,0,0,0,0,0,0,1,0
-21.6792797,11.49790554,4,0.38699904799999996,-514.75,0.01,6.959763043,6,7.935036086,0.797296839,0,0,0,0,1,0,0,0,0,0,0,1,0
62.13935857,-23.64187257,4,-5.142414177,955.86,-0.02,-8.536956314,8,1.6539022140000001,-1.302988751,0,0,0,0,1,0,0,0,0,0,0,1,0
33.47331497,-5.460920099999999,4,0.441045376,-324.31,0.01,0.647453971,1,0.515931884,-1.517398662,0,0,0,0,0,0,0,0,0,1,0,1,0
-20.54146399,-2.705736555,4,-0.844405215,227.04,0.01,1.9892020959999999,1,1.3373530759999999,-0.018207957,0,0,0,0,0,0,0,0,0,1,0,1,0
-24.67249678,0.8635720859999999,2,5.394559302999999,-753.67,0.0,-7.013591402,3,13.94958233,-1.47883674,0,0,0,0,0,0,0,0,0,1,0,1,0
-33.80321403,16.721432399999998,4,2.966657568,-456.8,0.02,5.355364215,3,-6.697519949,1.5342777930000002,0,0,0,0,0,0,0,0,1,0,0,1,0
105.43069209999999,17.97750021,2,1.284641521,688.19,0.0,0.466987472,8,-1.026240825,0.440896144,1,0,0,0,0,0,0,0,0,0,0,1,0
17.91777395,6.997752812000001,4,-6.185070209,2470.88,-0.01,-3.6007336430000003,8,-3.363241435,-1.060370944,0,0,0,0,0,0,0,0,1,0,0,1,0
57.95774007,-14.893866899999999,2,-0.46388015299999996,294.63,-0.01,-0.331856825,9,13.58266997,0.764716562,1,0,0,0,0,0,0,0,0,0,1,0,0
-48.22796382,1.134012702,4,1.635328916,-2170.98,-0.01,1.9179057019999999,6,0.439431698,-0.43682343700000004,0,0,0,0,0,0,0,0,1,0,0,1,0
17.09345333,2.969345164,2,4.461318267,-288.08,0.02,3.9441998689999997,1,8.568118224,-0.013766081000000001,0,0,0,0,0,0,0,0,0,1,0,1,0
-4.056553336,24.55418139,2,11.0122835,-906.84,0.01,3.496885027,5,-4.499000476,-0.512552756,0,0,0,0,0,0,0,0,1,0,0,1,0
51.63330531,-14.07656807,2,0.159734108,1596.24,-0.01,-13.88905131,3,-2.957592105,0.31001395600000003,0,0,0,0,0,0,0,0,1,0,1,0,0
104.4168219,-71.02393289,4,2.426539545,-483.75,0.0,0.007992372,9,-7.439874232999999,1.245315961,0,0,0,0,0,0,0,0,0,1,1,0,0
-13.24169062,-35.79239267,4,0.385510563,1058.94,0.0,2.098940662,4,-3.555941373,-0.728044107,0,0,0,0,0,0,0,1,0,0,0,1,0
-7.830799492000001,-1.605679368,2,-0.713397728,502.86,0.0,8.260070906000001,4,-7.308957237,1.139921241,0,0,0,0,1,0,0,0,0,0,0,1,0
31.07990934,-0.391273022,4,-0.658481007,795.48,0.0,-2.99956758,4,-7.297106635,1.0545754109999999,0,0,0,0,0,0,0,0,1,0,0,1,0
22.86084229,-1.347967614,1,-3.370369158,-431.56,0.0,9.210238262999999,9,6.202781405,-0.274089942,0,0,0,0,0,0,0,0,0,1,0,1,0
-20.45445694,-5.535326676,4,1.5227955640000002,-2124.46,0.0,3.0684699980000003,4,7.070331526,1.134196778,0,0,0,0,0,0,0,0,0,1,0,1,0
-33.18154373,21.19310465,2,2.572407268,533.54,0.0,-2.287543303,1,0.245354834,-0.697799816,0,0,0,0,0,0,0,0,0,1,0,1,0
-44.64257855,-27.56872035,4,6.030612436,-1699.78,0.01,-5.413321567000001,3,-7.1789867560000005,-0.6390204420000001,0,0,0,0,0,0,0,0,0,1,0,1,0
1.930577941,-6.761423212,4,2.772620253,783.9,0.02,-1.1036559609999999,4,9.358236908,2.125204659,0,0,0,0,0,0,0,0,0,1,0,1,0
-14.22550957,0.184981877,2,1.464225558,-1384.14,0.0,-6.238180138,6,-2.48797382,0.33706444799999996,0,0,0,0,1,0,0,0,0,0,0,1,0
-26.58583286,-26.44274274,4,3.343093212,-858.13,0.0,4.700144713,3,5.928736791,-0.7201785340000001,0,0,0,0,0,0,0,0,0,1,0,1,0
47.51407113,-15.77961145,2,4.535074612,1505.43,0.0,1.254479455,4,1.293041449,-1.409374285,0,0,0,0,1,0,0,0,0,0,0,1,0
-16.22925751,-14.45419968,4,2.830209613,-1281.55,0.01,2.4831126390000002,3,-12.58156415,-0.88709254,1,0,0,0,0,0,0,0,0,0,0,1,0
-30.39622817,6.454555841,4,0.42188334200000005,1065.88,0.01,-4.699042908,6,2.9675917610000004,1.732168937,0,0,0,0,0,0,0,1,0,0,0,1,0
-3.22000246,-11.43000035,4,-0.668583003,-598.16,-0.01,-1.227191978,4,8.894037406,-0.797794855,0,0,0,0,0,0,0,0,1,0,0,1,0
21.62064414,-13.36547326,4,7.816258893,123.03,-0.01,-4.4815831,1,14.68786919,0.581577783,0,0,0,0,1,0,0,0,0,0,0,1,0
-18.49307246,14.23987278,2,0.17993701199999998,-926.89,-0.01,-8.955765364,4,6.359168433,-1.5348566019999998,1,0,0,0,0,0,0,0,0,0,0,1,0
-10.95024977,10.38389876,2,0.984142202,650.59,0.01,-1.8085117569999998,3,0.270009123,0.268621987,0,0,0,0,0,0,0,1,0,0,0,1,0
-2.547253751,17.61506129,2,3.7067209119999998,-1981.93,0.0,10.59781832,4,11.41255982,2.044206257,1,0,0,0,0,0,0,0,0,0,0,1,0
19.82605808,24.36469647,2,-1.508284427,-2138.07,-0.03,-10.78292732,3,12.28621883,0.579679921,0,0,0,0,0,0,0,0,0,1,1,0,0
-54.18374253,-9.454255499999999,4,4.811008697,486.71,0.02,2.653810258,0,8.343091888,-2.847429457,0,0,0,0,0,0,0,0,1,0,0,1,0
4.967111319,-35.94182144,4,1.9872890630000002,1099.63,-0.01,-0.24054056199999999,4,20.63389276,-1.384519214,0,0,0,0,0,0,0,1,0,0,0,1,0
